"BusNo.","Timeperiod","DecisionNo.","Mileage","ExpChoiceSpecificValuefunction","Chosen"
36,27,1,2,-21.0801550699975,1
36,28,0,1,-21.8255706090749,1
36,28,1,1,-21.0801550699975,0
36,29,0,2,-22.298636394482,0
36,29,1,2,-21.0801550699975,1
37,0,0,0,-21.0801550699975,1
37,0,1,0,-21.0801550699975,0
37,1,0,1,-21.8255706090749,0
37,1,1,1,-21.0801550699975,1
37,2,0,1,-21.8255706090749,1
37,2,1,1,-21.0801550699975,0
37,3,0,2,-22.298636394482,1
37,3,1,2,-21.0801550699975,0
37,4,0,3,-22.5879595713284,1
37,4,1,3,-21.0801550699975,0
37,5,0,4,-22.7622881023206,1
37,5,1,4,-21.0801550699975,0
37,6,0,5,-22.8670085532735,0
37,6,1,5,-21.0801550699975,1
37,7,0,1,-21.8255706090749,1
37,7,1,1,-21.0801550699975,0
37,8,0,2,-22.298636394482,0
37,8,1,2,-21.0801550699975,1
37,9,0,1,-21.8255706090749,1
37,9,1,1,-21.0801550699975,0
37,10,0,2,-22.298636394482,0
37,10,1,2,-21.0801550699975,1
37,11,0,1,-21.8255706090749,1
37,11,1,1,-21.0801550699975,0
37,12,0,2,-22.298636394482,1
37,12,1,2,-21.0801550699975,0
37,13,0,3,-22.5879595713284,0
37,13,1,3,-21.0801550699975,1
37,14,0,1,-21.8255706090749,1
37,14,1,1,-21.0801550699975,0
37,15,0,2,-22.298636394482,1
37,15,1,2,-21.0801550699975,0
37,16,0,3,-22.5879595713284,1
37,16,1,3,-21.0801550699975,0
37,17,0,4,-22.7622881023206,1
37,17,1,4,-21.0801550699975,0
37,18,0,5,-22.8670085532735,1
37,18,1,5,-21.0801550699975,0
37,19,0,6,-22.9300018317182,0
37,19,1,6,-21.0801550699975,1
37,20,0,1,-21.8255706090749,0
37,20,1,1,-21.0801550699975,1
37,21,0,1,-21.8255706090749,1
37,21,1,1,-21.0801550699975,0
37,22,0,2,-22.298636394482,0
37,22,1,2,-21.0801550699975,1
37,23,0,1,-21.8255706090749,1
37,23,1,1,-21.0801550699975,0
37,24,0,2,-22.298636394482,1
37,24,1,2,-21.0801550699975,0
37,25,0,3,-22.5879595713284,1
37,25,1,3,-21.0801550699975,0
37,26,0,4,-22.7622881023206,1
37,26,1,4,-21.0801550699975,0
37,27,0,5,-22.8670085532735,1
37,27,1,5,-21.0801550699975,0
37,28,0,6,-22.9300018317182,0
37,28,1,6,-21.0801550699975,1
37,29,0,1,-21.8255706090749,1
37,29,1,1,-21.0801550699975,0
38,0,0,0,-21.0801550699975,1
38,0,1,0,-21.0801550699975,0
38,1,0,1,-21.8255706090749,1
38,1,1,1,-21.0801550699975,0
38,2,0,2,-22.298636394482,1
38,2,1,2,-21.0801550699975,0
38,3,0,3,-22.5879595713284,1
38,3,1,3,-21.0801550699975,0
38,4,0,4,-22.7622881023206,1
38,4,1,4,-21.0801550699975,0
38,5,0,5,-22.8670085532735,0
38,5,1,5,-21.0801550699975,1
38,6,0,1,-21.8255706090749,1
38,6,1,1,-21.0801550699975,0
38,7,0,2,-22.298636394482,1
38,7,1,2,-21.0801550699975,0
38,8,0,3,-22.5879595713284,1
38,8,1,3,-21.0801550699975,0
38,9,0,4,-22.7622881023206,0
38,9,1,4,-21.0801550699975,1
38,10,0,1,-21.8255706090749,1
38,10,1,1,-21.0801550699975,0
38,11,0,2,-22.298636394482,0
38,11,1,2,-21.0801550699975,1
38,12,0,1,-21.8255706090749,1
38,12,1,1,-21.0801550699975,0
38,13,0,2,-22.298636394482,1
38,13,1,2,-21.0801550699975,0
38,14,0,3,-22.5879595713284,0
38,14,1,3,-21.0801550699975,1
38,15,0,1,-21.8255706090749,1
38,15,1,1,-21.0801550699975,0
38,16,0,2,-22.298636394482,1
38,16,1,2,-21.0801550699975,0
38,17,0,3,-22.5879595713284,0
38,17,1,3,-21.0801550699975,1
38,18,0,1,-21.8255706090749,1
38,18,1,1,-21.0801550699975,0
38,19,0,2,-22.298636394482,1
38,19,1,2,-21.0801550699975,0
38,20,0,3,-22.5879595713284,0
38,20,1,3,-21.0801550699975,1
38,21,0,1,-21.8255706090749,1
38,21,1,1,-21.0801550699975,0
38,22,0,2,-22.298636394482,0
38,22,1,2,-21.0801550699975,1
38,23,0,1,-21.8255706090749,1
38,23,1,1,-21.0801550699975,0
38,24,0,2,-22.298636394482,1
38,24,1,2,-21.0801550699975,0
38,25,0,3,-22.5879595713284,0
38,25,1,3,-21.0801550699975,1
38,26,0,1,-21.8255706090749,0
38,26,1,1,-21.0801550699975,1
38,27,0,1,-21.8255706090749,1
38,27,1,1,-21.0801550699975,0
38,28,0,2,-22.298636394482,1
38,28,1,2,-21.0801550699975,0
38,29,0,3,-22.5879595713284,1
38,29,1,3,-21.0801550699975,0
39,0,0,0,-21.0801550699975,1
39,0,1,0,-21.0801550699975,0
39,1,0,1,-21.8255706090749,1
39,1,1,1,-21.0801550699975,0
39,2,0,2,-22.298636394482,0
39,2,1,2,-21.0801550699975,1
39,3,0,1,-21.8255706090749,1
39,3,1,1,-21.0801550699975,0
39,4,0,2,-22.298636394482,1
39,4,1,2,-21.0801550699975,0
39,5,0,3,-22.5879595713284,0
39,5,1,3,-21.0801550699975,1
39,6,0,1,-21.8255706090749,1
39,6,1,1,-21.0801550699975,0
39,7,0,2,-22.298636394482,0
39,7,1,2,-21.0801550699975,1
39,8,0,1,-21.8255706090749,1
39,8,1,1,-21.0801550699975,0
39,9,0,2,-22.298636394482,0
39,9,1,2,-21.0801550699975,1
39,10,0,1,-21.8255706090749,1
39,10,1,1,-21.0801550699975,0
39,11,0,2,-22.298636394482,1
39,11,1,2,-21.0801550699975,0
39,12,0,3,-22.5879595713284,0
39,12,1,3,-21.0801550699975,1
39,13,0,1,-21.8255706090749,1
39,13,1,1,-21.0801550699975,0
39,14,0,2,-22.298636394482,0
39,14,1,2,-21.0801550699975,1
39,15,0,1,-21.8255706090749,1
39,15,1,1,-21.0801550699975,0
39,16,0,2,-22.298636394482,0
39,16,1,2,-21.0801550699975,1
39,17,0,1,-21.8255706090749,1
39,17,1,1,-21.0801550699975,0
39,18,0,2,-22.298636394482,1
39,18,1,2,-21.0801550699975,0
39,19,0,3,-22.5879595713284,0
39,19,1,3,-21.0801550699975,1
39,20,0,1,-21.8255706090749,1
39,20,1,1,-21.0801550699975,0
39,21,0,2,-22.298636394482,1
39,21,1,2,-21.0801550699975,0
39,22,0,3,-22.5879595713284,0
39,22,1,3,-21.0801550699975,1
39,23,0,1,-21.8255706090749,1
39,23,1,1,-21.0801550699975,0
39,24,0,2,-22.298636394482,1
39,24,1,2,-21.0801550699975,0
39,25,0,3,-22.5879595713284,0
39,25,1,3,-21.0801550699975,1
39,26,0,1,-21.8255706090749,0
39,26,1,1,-21.0801550699975,1
39,27,0,1,-21.8255706090749,1
39,27,1,1,-21.0801550699975,0
39,28,0,2,-22.298636394482,1
39,28,1,2,-21.0801550699975,0
39,29,0,3,-22.5879595713284,1
39,29,1,3,-21.0801550699975,0
40,0,0,0,-21.0801550699975,1
40,0,1,0,-21.0801550699975,0
40,1,0,1,-21.8255706090749,0
40,1,1,1,-21.0801550699975,1
40,2,0,1,-21.8255706090749,1
40,2,1,1,-21.0801550699975,0
40,3,0,2,-22.298636394482,1
40,3,1,2,-21.0801550699975,0
40,4,0,3,-22.5879595713284,0
40,4,1,3,-21.0801550699975,1
40,5,0,1,-21.8255706090749,1
40,5,1,1,-21.0801550699975,0
40,6,0,2,-22.298636394482,1
40,6,1,2,-21.0801550699975,0
40,7,0,3,-22.5879595713284,1
40,7,1,3,-21.0801550699975,0
40,8,0,4,-22.7622881023206,0
40,8,1,4,-21.0801550699975,1
40,9,0,1,-21.8255706090749,1
40,9,1,1,-21.0801550699975,0
40,10,0,2,-22.298636394482,1
40,10,1,2,-21.0801550699975,0
40,11,0,3,-22.5879595713284,0
40,11,1,3,-21.0801550699975,1
40,12,0,1,-21.8255706090749,1
40,12,1,1,-21.0801550699975,0
40,13,0,2,-22.298636394482,1
40,13,1,2,-21.0801550699975,0
40,14,0,3,-22.5879595713284,1
40,14,1,3,-21.0801550699975,0
40,15,0,4,-22.7622881023206,0
40,15,1,4,-21.0801550699975,1
40,16,0,1,-21.8255706090749,1
40,16,1,1,-21.0801550699975,0
40,17,0,2,-22.298636394482,1
40,17,1,2,-21.0801550699975,0
40,18,0,3,-22.5879595713284,1
40,18,1,3,-21.0801550699975,0
40,19,0,4,-22.7622881023206,0
40,19,1,4,-21.0801550699975,1
40,20,0,1,-21.8255706090749,1
40,20,1,1,-21.0801550699975,0
40,21,0,2,-22.298636394482,1
40,21,1,2,-21.0801550699975,0
40,22,0,3,-22.5879595713284,0
40,22,1,3,-21.0801550699975,1
40,23,0,1,-21.8255706090749,1
40,23,1,1,-21.0801550699975,0
40,24,0,2,-22.298636394482,0
40,24,1,2,-21.0801550699975,1
40,25,0,1,-21.8255706090749,1
40,25,1,1,-21.0801550699975,0
40,26,0,2,-22.298636394482,1
40,26,1,2,-21.0801550699975,0
40,27,0,3,-22.5879595713284,1
40,27,1,3,-21.0801550699975,0
40,28,0,4,-22.7622881023206,0
40,28,1,4,-21.0801550699975,1
40,29,0,1,-21.8255706090749,1
40,29,1,1,-21.0801550699975,0
41,0,0,0,-21.0801550699975,1
41,0,1,0,-21.0801550699975,0
41,1,0,1,-21.8255706090749,1
41,1,1,1,-21.0801550699975,0
41,2,0,2,-22.298636394482,0
41,2,1,2,-21.0801550699975,1
41,3,0,1,-21.8255706090749,1
41,3,1,1,-21.0801550699975,0
41,4,0,2,-22.298636394482,1
41,4,1,2,-21.0801550699975,0
41,5,0,3,-22.5879595713284,1
41,5,1,3,-21.0801550699975,0
41,6,0,4,-22.7622881023206,0
41,6,1,4,-21.0801550699975,1
41,7,0,1,-21.8255706090749,1
41,7,1,1,-21.0801550699975,0
41,8,0,2,-22.298636394482,0
41,8,1,2,-21.0801550699975,1
41,9,0,1,-21.8255706090749,1
41,9,1,1,-21.0801550699975,0
41,10,0,2,-22.298636394482,1
41,10,1,2,-21.0801550699975,0
41,11,0,3,-22.5879595713284,0
41,11,1,3,-21.0801550699975,1
41,12,0,1,-21.8255706090749,1
41,12,1,1,-21.0801550699975,0
41,13,0,2,-22.298636394482,1
41,13,1,2,-21.0801550699975,0
41,14,0,3,-22.5879595713284,0
41,14,1,3,-21.0801550699975,1
41,15,0,1,-21.8255706090749,1
41,15,1,1,-21.0801550699975,0
41,16,0,2,-22.298636394482,1
41,16,1,2,-21.0801550699975,0
41,17,0,3,-22.5879595713284,1
41,17,1,3,-21.0801550699975,0
41,18,0,4,-22.7622881023206,0
41,18,1,4,-21.0801550699975,1
41,19,0,1,-21.8255706090749,0
41,19,1,1,-21.0801550699975,1
41,20,0,1,-21.8255706090749,0
41,20,1,1,-21.0801550699975,1
41,21,0,1,-21.8255706090749,1
41,21,1,1,-21.0801550699975,0
41,22,0,2,-22.298636394482,1
41,22,1,2,-21.0801550699975,0
41,23,0,3,-22.5879595713284,1
41,23,1,3,-21.0801550699975,0
41,24,0,4,-22.7622881023206,0
41,24,1,4,-21.0801550699975,1
41,25,0,1,-21.8255706090749,1
41,25,1,1,-21.0801550699975,0
41,26,0,2,-22.298636394482,1
41,26,1,2,-21.0801550699975,0
41,27,0,3,-22.5879595713284,1
41,27,1,3,-21.0801550699975,0
41,28,0,4,-22.7622881023206,0
41,28,1,4,-21.0801550699975,1
41,29,0,1,-21.8255706090749,0
41,29,1,1,-21.0801550699975,1
42,0,0,0,-21.0801550699975,1
42,0,1,0,-21.0801550699975,0
42,1,0,1,-21.8255706090749,1
42,1,1,1,-21.0801550699975,0
42,2,0,2,-22.298636394482,0
42,2,1,2,-21.0801550699975,1
42,3,0,1,-21.8255706090749,1
42,3,1,1,-21.0801550699975,0
42,4,0,2,-22.298636394482,1
42,4,1,2,-21.0801550699975,0
42,5,0,3,-22.5879595713284,1
42,5,1,3,-21.0801550699975,0
42,6,0,4,-22.7622881023206,0
42,6,1,4,-21.0801550699975,1
42,7,0,1,-21.8255706090749,0
42,7,1,1,-21.0801550699975,1
42,8,0,1,-21.8255706090749,1
42,8,1,1,-21.0801550699975,0
42,9,0,2,-22.298636394482,0
42,9,1,2,-21.0801550699975,1
42,10,0,1,-21.8255706090749,1
42,10,1,1,-21.0801550699975,0
42,11,0,2,-22.298636394482,1
42,11,1,2,-21.0801550699975,0
42,12,0,3,-22.5879595713284,0
42,12,1,3,-21.0801550699975,1
42,13,0,1,-21.8255706090749,1
42,13,1,1,-21.0801550699975,0
42,14,0,2,-22.298636394482,1
42,14,1,2,-21.0801550699975,0
42,15,0,3,-22.5879595713284,0
42,15,1,3,-21.0801550699975,1
42,16,0,1,-21.8255706090749,1
42,16,1,1,-21.0801550699975,0
42,17,0,2,-22.298636394482,1
42,17,1,2,-21.0801550699975,0
42,18,0,3,-22.5879595713284,1
42,18,1,3,-21.0801550699975,0
42,19,0,4,-22.7622881023206,0
42,19,1,4,-21.0801550699975,1
42,20,0,1,-21.8255706090749,1
42,20,1,1,-21.0801550699975,0
42,21,0,2,-22.298636394482,1
42,21,1,2,-21.0801550699975,0
42,22,0,3,-22.5879595713284,1
42,22,1,3,-21.0801550699975,0
42,23,0,4,-22.7622881023206,0
42,23,1,4,-21.0801550699975,1
42,24,0,1,-21.8255706090749,1
42,24,1,1,-21.0801550699975,0
42,25,0,2,-22.298636394482,1
42,25,1,2,-21.0801550699975,0
42,26,0,3,-22.5879595713284,0
42,26,1,3,-21.0801550699975,1
42,27,0,1,-21.8255706090749,1
42,27,1,1,-21.0801550699975,0
42,28,0,2,-22.298636394482,1
42,28,1,2,-21.0801550699975,0
42,29,0,3,-22.5879595713284,1
42,29,1,3,-21.0801550699975,0
43,0,0,0,-21.0801550699975,1
43,0,1,0,-21.0801550699975,0
43,1,0,1,-21.8255706090749,0
43,1,1,1,-21.0801550699975,1
43,2,0,1,-21.8255706090749,1
43,2,1,1,-21.0801550699975,0
43,3,0,2,-22.298636394482,1
43,3,1,2,-21.0801550699975,0
43,4,0,3,-22.5879595713284,1
43,4,1,3,-21.0801550699975,0
43,5,0,4,-22.7622881023206,0
43,5,1,4,-21.0801550699975,1
43,6,0,1,-21.8255706090749,1
43,6,1,1,-21.0801550699975,0
43,7,0,2,-22.298636394482,1
43,7,1,2,-21.0801550699975,0
43,8,0,3,-22.5879595713284,0
43,8,1,3,-21.0801550699975,1
43,9,0,1,-21.8255706090749,1
43,9,1,1,-21.0801550699975,0
43,10,0,2,-22.298636394482,1
43,10,1,2,-21.0801550699975,0
43,11,0,3,-22.5879595713284,1
43,11,1,3,-21.0801550699975,0
43,12,0,4,-22.7622881023206,0
43,12,1,4,-21.0801550699975,1
43,13,0,1,-21.8255706090749,1
43,13,1,1,-21.0801550699975,0
43,14,0,2,-22.298636394482,0
43,14,1,2,-21.0801550699975,1
43,15,0,1,-21.8255706090749,1
43,15,1,1,-21.0801550699975,0
43,16,0,2,-22.298636394482,0
43,16,1,2,-21.0801550699975,1
43,17,0,1,-21.8255706090749,1
43,17,1,1,-21.0801550699975,0
43,18,0,2,-22.298636394482,1
43,18,1,2,-21.0801550699975,0
43,19,0,3,-22.5879595713284,1
43,19,1,3,-21.0801550699975,0
43,20,0,4,-22.7622881023206,0
43,20,1,4,-21.0801550699975,1
43,21,0,1,-21.8255706090749,1
43,21,1,1,-21.0801550699975,0
43,22,0,2,-22.298636394482,1
43,22,1,2,-21.0801550699975,0
43,23,0,3,-22.5879595713284,0
43,23,1,3,-21.0801550699975,1
43,24,0,1,-21.8255706090749,0
43,24,1,1,-21.0801550699975,1
43,25,0,1,-21.8255706090749,1
43,25,1,1,-21.0801550699975,0
43,26,0,2,-22.298636394482,1
43,26,1,2,-21.0801550699975,0
43,27,0,3,-22.5879595713284,1
43,27,1,3,-21.0801550699975,0
43,28,0,4,-22.7622881023206,0
43,28,1,4,-21.0801550699975,1
43,29,0,1,-21.8255706090749,1
43,29,1,1,-21.0801550699975,0
44,0,0,0,-21.0801550699975,1
44,0,1,0,-21.0801550699975,0
44,1,0,1,-21.8255706090749,1
44,1,1,1,-21.0801550699975,0
44,2,0,2,-22.298636394482,1
44,2,1,2,-21.0801550699975,0
44,3,0,3,-22.5879595713284,0
44,3,1,3,-21.0801550699975,1
44,4,0,1,-21.8255706090749,1
44,4,1,1,-21.0801550699975,0
44,5,0,2,-22.298636394482,0
44,5,1,2,-21.0801550699975,1
44,6,0,1,-21.8255706090749,1
44,6,1,1,-21.0801550699975,0
44,7,0,2,-22.298636394482,1
44,7,1,2,-21.0801550699975,0
44,8,0,3,-22.5879595713284,0
44,8,1,3,-21.0801550699975,1
44,9,0,1,-21.8255706090749,0
44,9,1,1,-21.0801550699975,1
44,10,0,1,-21.8255706090749,1
44,10,1,1,-21.0801550699975,0
44,11,0,2,-22.298636394482,1
44,11,1,2,-21.0801550699975,0
44,12,0,3,-22.5879595713284,1
44,12,1,3,-21.0801550699975,0
44,13,0,4,-22.7622881023206,1
44,13,1,4,-21.0801550699975,0
44,14,0,5,-22.8670085532735,1
44,14,1,5,-21.0801550699975,0
44,15,0,6,-22.9300018317182,1
44,15,1,6,-21.0801550699975,0
44,16,0,7,-22.967981379525,0
44,16,1,7,-21.0801550699975,1
44,17,0,1,-21.8255706090749,1
44,17,1,1,-21.0801550699975,0
44,18,0,2,-22.298636394482,1
44,18,1,2,-21.0801550699975,0
44,19,0,3,-22.5879595713284,0
44,19,1,3,-21.0801550699975,1
44,20,0,1,-21.8255706090749,1
44,20,1,1,-21.0801550699975,0
44,21,0,2,-22.298636394482,0
44,21,1,2,-21.0801550699975,1
44,22,0,1,-21.8255706090749,1
44,22,1,1,-21.0801550699975,0
44,23,0,2,-22.298636394482,0
44,23,1,2,-21.0801550699975,1
44,24,0,1,-21.8255706090749,1
44,24,1,1,-21.0801550699975,0
44,25,0,2,-22.298636394482,0
44,25,1,2,-21.0801550699975,1
44,26,0,1,-21.8255706090749,1
44,26,1,1,-21.0801550699975,0
44,27,0,2,-22.298636394482,0
44,27,1,2,-21.0801550699975,1
44,28,0,1,-21.8255706090749,1
44,28,1,1,-21.0801550699975,0
44,29,0,2,-22.298636394482,1
44,29,1,2,-21.0801550699975,0
45,0,0,0,-21.0801550699975,1
45,0,1,0,-21.0801550699975,0
45,1,0,1,-21.8255706090749,1
45,1,1,1,-21.0801550699975,0
45,2,0,2,-22.298636394482,1
45,2,1,2,-21.0801550699975,0
45,3,0,3,-22.5879595713284,1
45,3,1,3,-21.0801550699975,0
45,4,0,4,-22.7622881023206,0
45,4,1,4,-21.0801550699975,1
45,5,0,1,-21.8255706090749,1
45,5,1,1,-21.0801550699975,0
45,6,0,2,-22.298636394482,1
45,6,1,2,-21.0801550699975,0
45,7,0,3,-22.5879595713284,0
45,7,1,3,-21.0801550699975,1
45,8,0,1,-21.8255706090749,1
45,8,1,1,-21.0801550699975,0
45,9,0,2,-22.298636394482,0
45,9,1,2,-21.0801550699975,1
45,10,0,1,-21.8255706090749,1
45,10,1,1,-21.0801550699975,0
45,11,0,2,-22.298636394482,1
45,11,1,2,-21.0801550699975,0
45,12,0,3,-22.5879595713284,1
45,12,1,3,-21.0801550699975,0
45,13,0,4,-22.7622881023206,0
45,13,1,4,-21.0801550699975,1
45,14,0,1,-21.8255706090749,1
45,14,1,1,-21.0801550699975,0
45,15,0,2,-22.298636394482,1
45,15,1,2,-21.0801550699975,0
45,16,0,3,-22.5879595713284,0
45,16,1,3,-21.0801550699975,1
45,17,0,1,-21.8255706090749,1
45,17,1,1,-21.0801550699975,0
45,18,0,2,-22.298636394482,1
45,18,1,2,-21.0801550699975,0
45,19,0,3,-22.5879595713284,1
45,19,1,3,-21.0801550699975,0
45,20,0,4,-22.7622881023206,0
45,20,1,4,-21.0801550699975,1
45,21,0,1,-21.8255706090749,1
45,21,1,1,-21.0801550699975,0
45,22,0,2,-22.298636394482,1
45,22,1,2,-21.0801550699975,0
45,23,0,3,-22.5879595713284,0
45,23,1,3,-21.0801550699975,1
45,24,0,1,-21.8255706090749,1
45,24,1,1,-21.0801550699975,0
45,25,0,2,-22.298636394482,1
45,25,1,2,-21.0801550699975,0
45,26,0,3,-22.5879595713284,0
45,26,1,3,-21.0801550699975,1
45,27,0,1,-21.8255706090749,1
45,27,1,1,-21.0801550699975,0
45,28,0,2,-22.298636394482,1
45,28,1,2,-21.0801550699975,0
45,29,0,3,-22.5879595713284,1
45,29,1,3,-21.0801550699975,0
46,0,0,0,-21.0801550699975,1
46,0,1,0,-21.0801550699975,0
46,1,0,1,-21.8255706090749,1
46,1,1,1,-21.0801550699975,0
46,2,0,2,-22.298636394482,0
46,2,1,2,-21.0801550699975,1
46,3,0,1,-21.8255706090749,1
46,3,1,1,-21.0801550699975,0
46,4,0,2,-22.298636394482,1
46,4,1,2,-21.0801550699975,0
46,5,0,3,-22.5879595713284,1
46,5,1,3,-21.0801550699975,0
46,6,0,4,-22.7622881023206,0
46,6,1,4,-21.0801550699975,1
46,7,0,1,-21.8255706090749,1
46,7,1,1,-21.0801550699975,0
46,8,0,2,-22.298636394482,0
46,8,1,2,-21.0801550699975,1
46,9,0,1,-21.8255706090749,0
46,9,1,1,-21.0801550699975,1
46,10,0,1,-21.8255706090749,1
46,10,1,1,-21.0801550699975,0
46,11,0,2,-22.298636394482,1
46,11,1,2,-21.0801550699975,0
46,12,0,3,-22.5879595713284,1
46,12,1,3,-21.0801550699975,0
46,13,0,4,-22.7622881023206,1
46,13,1,4,-21.0801550699975,0
46,14,0,5,-22.8670085532735,1
46,14,1,5,-21.0801550699975,0
46,15,0,6,-22.9300018317182,0
46,15,1,6,-21.0801550699975,1
46,16,0,1,-21.8255706090749,0
46,16,1,1,-21.0801550699975,1
46,17,0,1,-21.8255706090749,1
46,17,1,1,-21.0801550699975,0
46,18,0,2,-22.298636394482,1
46,18,1,2,-21.0801550699975,0
46,19,0,3,-22.5879595713284,1
46,19,1,3,-21.0801550699975,0
46,20,0,4,-22.7622881023206,1
46,20,1,4,-21.0801550699975,0
46,21,0,5,-22.8670085532735,0
46,21,1,5,-21.0801550699975,1
46,22,0,1,-21.8255706090749,1
46,22,1,1,-21.0801550699975,0
46,23,0,2,-22.298636394482,0
46,23,1,2,-21.0801550699975,1
46,24,0,1,-21.8255706090749,1
46,24,1,1,-21.0801550699975,0
46,25,0,2,-22.298636394482,0
46,25,1,2,-21.0801550699975,1
46,26,0,1,-21.8255706090749,1
46,26,1,1,-21.0801550699975,0
46,27,0,2,-22.298636394482,1
46,27,1,2,-21.0801550699975,0
46,28,0,3,-22.5879595713284,0
46,28,1,3,-21.0801550699975,1
46,29,0,1,-21.8255706090749,1
46,29,1,1,-21.0801550699975,0
47,0,0,0,-21.0801550699975,1
47,0,1,0,-21.0801550699975,0
47,1,0,1,-21.8255706090749,1
47,1,1,1,-21.0801550699975,0
47,2,0,2,-22.298636394482,1
47,2,1,2,-21.0801550699975,0
47,3,0,3,-22.5879595713284,0
47,3,1,3,-21.0801550699975,1
47,4,0,1,-21.8255706090749,1
47,4,1,1,-21.0801550699975,0
47,5,0,2,-22.298636394482,0
47,5,1,2,-21.0801550699975,1
47,6,0,1,-21.8255706090749,1
47,6,1,1,-21.0801550699975,0
47,7,0,2,-22.298636394482,1
47,7,1,2,-21.0801550699975,0
47,8,0,3,-22.5879595713284,0
47,8,1,3,-21.0801550699975,1
47,9,0,1,-21.8255706090749,1
47,9,1,1,-21.0801550699975,0
47,10,0,2,-22.298636394482,0
47,10,1,2,-21.0801550699975,1
47,11,0,1,-21.8255706090749,1
47,11,1,1,-21.0801550699975,0
47,12,0,2,-22.298636394482,1
47,12,1,2,-21.0801550699975,0
47,13,0,3,-22.5879595713284,1
47,13,1,3,-21.0801550699975,0
47,14,0,4,-22.7622881023206,0
47,14,1,4,-21.0801550699975,1
47,15,0,1,-21.8255706090749,1
47,15,1,1,-21.0801550699975,0
47,16,0,2,-22.298636394482,1
47,16,1,2,-21.0801550699975,0
47,17,0,3,-22.5879595713284,0
47,17,1,3,-21.0801550699975,1
47,18,0,1,-21.8255706090749,1
47,18,1,1,-21.0801550699975,0
47,19,0,2,-22.298636394482,1
47,19,1,2,-21.0801550699975,0
47,20,0,3,-22.5879595713284,0
47,20,1,3,-21.0801550699975,1
47,21,0,1,-21.8255706090749,1
47,21,1,1,-21.0801550699975,0
47,22,0,2,-22.298636394482,1
47,22,1,2,-21.0801550699975,0
47,23,0,3,-22.5879595713284,0
47,23,1,3,-21.0801550699975,1
47,24,0,1,-21.8255706090749,0
47,24,1,1,-21.0801550699975,1
47,25,0,1,-21.8255706090749,1
47,25,1,1,-21.0801550699975,0
47,26,0,2,-22.298636394482,1
47,26,1,2,-21.0801550699975,0
47,27,0,3,-22.5879595713284,0
47,27,1,3,-21.0801550699975,1
47,28,0,1,-21.8255706090749,0
47,28,1,1,-21.0801550699975,1
47,29,0,1,-21.8255706090749,1
47,29,1,1,-21.0801550699975,0
48,0,0,0,-21.0801550699975,1
48,0,1,0,-21.0801550699975,0
48,1,0,1,-21.8255706090749,0
48,1,1,1,-21.0801550699975,1
48,2,0,1,-21.8255706090749,1
48,2,1,1,-21.0801550699975,0
48,3,0,2,-22.298636394482,1
48,3,1,2,-21.0801550699975,0
48,4,0,3,-22.5879595713284,1
48,4,1,3,-21.0801550699975,0
48,5,0,4,-22.7622881023206,0
48,5,1,4,-21.0801550699975,1
48,6,0,1,-21.8255706090749,1
48,6,1,1,-21.0801550699975,0
48,7,0,2,-22.298636394482,0
48,7,1,2,-21.0801550699975,1
48,8,0,1,-21.8255706090749,0
48,8,1,1,-21.0801550699975,1
48,9,0,1,-21.8255706090749,1
48,9,1,1,-21.0801550699975,0
48,10,0,2,-22.298636394482,0
48,10,1,2,-21.0801550699975,1
48,11,0,1,-21.8255706090749,1
48,11,1,1,-21.0801550699975,0
48,12,0,2,-22.298636394482,0
48,12,1,2,-21.0801550699975,1
48,13,0,1,-21.8255706090749,1
48,13,1,1,-21.0801550699975,0
48,14,0,2,-22.298636394482,0
48,14,1,2,-21.0801550699975,1
48,15,0,1,-21.8255706090749,1
48,15,1,1,-21.0801550699975,0
48,16,0,2,-22.298636394482,0
48,16,1,2,-21.0801550699975,1
48,17,0,1,-21.8255706090749,1
48,17,1,1,-21.0801550699975,0
48,18,0,2,-22.298636394482,1
48,18,1,2,-21.0801550699975,0
48,19,0,3,-22.5879595713284,0
48,19,1,3,-21.0801550699975,1
48,20,0,1,-21.8255706090749,1
48,20,1,1,-21.0801550699975,0
48,21,0,2,-22.298636394482,1
48,21,1,2,-21.0801550699975,0
48,22,0,3,-22.5879595713284,1
48,22,1,3,-21.0801550699975,0
48,23,0,4,-22.7622881023206,0
48,23,1,4,-21.0801550699975,1
48,24,0,1,-21.8255706090749,1
48,24,1,1,-21.0801550699975,0
48,25,0,2,-22.298636394482,0
48,25,1,2,-21.0801550699975,1
48,26,0,1,-21.8255706090749,0
48,26,1,1,-21.0801550699975,1
48,27,0,1,-21.8255706090749,1
48,27,1,1,-21.0801550699975,0
48,28,0,2,-22.298636394482,0
48,28,1,2,-21.0801550699975,1
48,29,0,1,-21.8255706090749,0
48,29,1,1,-21.0801550699975,1
49,0,0,0,-21.0801550699975,1
49,0,1,0,-21.0801550699975,0
49,1,0,1,-21.8255706090749,1
49,1,1,1,-21.0801550699975,0
49,2,0,2,-22.298636394482,1
49,2,1,2,-21.0801550699975,0
49,3,0,3,-22.5879595713284,0
49,3,1,3,-21.0801550699975,1
49,4,0,1,-21.8255706090749,1
49,4,1,1,-21.0801550699975,0
49,5,0,2,-22.298636394482,1
49,5,1,2,-21.0801550699975,0
49,6,0,3,-22.5879595713284,1
49,6,1,3,-21.0801550699975,0
49,7,0,4,-22.7622881023206,0
